"id" "sex" "age" "marital" "child" "educ" "source" "smoke" "smokenum" "op1" "op2" "op3" "op4" "op5" "op6" "mast1" "mast2" "mast3" "mast4" "mast5" "mast6" "mast7" "pn1" "pn2" "pn3" "pn4" "pn5" "pn6" "pn7" "pn8" "pn9" "pn10" "pn11" "pn12" "pn13" "pn14" "pn15" "pn16" "pn17" "pn18" "pn19" "pn20" "lifsat1" "lifsat2" "lifsat3" "lifsat4" "lifsat5" "pss1" "pss2" "pss3" "pss4" "pss5" "pss6" "pss7" "pss8" "pss9" "pss10" "sest1" "sest2" "sest3" "sest4" "sest5" "sest6" "sest7" "sest8" "sest9" "sest10" "m1" "m2" "m3" "m4" "m5" "m6" "m7" "m8" "m9" "m10" "pc1" "pc2" "pc3" "pc4" "pc5" "pc6" "pc7" "pc8" "pc9" "pc10" "pc11" "pc12" "pc13" "pc14" "pc15" "pc16" "pc17" "pc18" "rop2" "rop4" "rop6" "rmast1" "rmast3" "rmast4" "rmast6" "rmast7" "rpss4" "rpss5" "rpss7" "rpss8" "rsest3" "rsest5" "rsest7" "rsest9" "rsest10" "rpc1" "rpc2" "rpc7" "rpc11" "rpc15" "rpc16" "toptim" "tmast" "tposaff" "tnegaff" "tlifesat" "tpstress" "tslfest" "tmarlow" "tpcoiss" "agegp3" "agegp5" "educrec" "lg10negaff" "mah_1" "coo_1" "mah_2"
"105" 369 "FEMALES" 38 "DIVORCED" "NO" "COMPLETED UNDERGRADUATE" "WORK" "NO" 0 2 3 3 3 3 2 2 3 3 1 3 2 3 3 4 2 2 2 3 1 2 3 4 3 2 2 4 1 3 2 2 3 2 3 3 4 2 3 4 4 4 4 3 4 4 3 4 3 3 3 1 3 3 2 3 3 2 2 0 1 0 0 0 0 1 0 0 0 3 3 3 3 4 4 4 2 3 3 4 2 2 3 2 2 3 3 3 3 4 3 2 4 3 2 2 3 2 3 4 2 2 3 3 3 3 2 2 4 4 18 20 21 29 15 33 28 2 53 "30 - 44" "33 - 40" "completed undergrad uni" 1.46239799789896 0.422354238230301 0.000901381434712167 3.89524810250218
"106" 231 "MALES" 26 "SINGLE" "NO" "SOME ADDITIONAL TRAINING" "WORK" "YES" 60 2 3 3 4 4 3 3 3 3 3 3 3 3 4 3 2 4 2 3 2 4 3 4 4 2 2 4 3 2 3 3 3 3 5 6 6 6 4 3 2 3 3 3 3 3 3 4 2 3 3 2 3 2 3 3 3 3 2 1 1 1 1 1 0 1 0 0 1 3 4 3 4 3 2 4 3 4 3 3 2 2 2 3 3 3 2 3 2 3 2 2 2 2 2 3 3 3 3 3 3 2 2 3 3 2 2 3 3 3 17 16 29 31 27 29 28 7 49 "18 - 29" "25 - 32" "some additional training" 1.49136169383427 2.17106661056453 0.0015694401249836 3.87758475135201
"107" 315 "FEMALES" 31 "MARRIED FIRST TIME" "YES" "SOME ADDITIONAL TRAINING" "MONEY/FINANCES" "YES" 40 3 3 5 2 5 2 2 4 2 1 4 2 1 5 2 1 5 1 5 5 2 4 1 1 5 5 1 4 1 4 5 1 1 7 5 5 6 7 2 2 2 4 4 3 4 4 3 2 4 4 1 4 1 4 1 4 3 1 1 1 1 1 1 0 0 1 0 1 4 2 5 4 4 4 2 4 5 5 1 4 4 4 2 1 4 4 3 4 4 3 3 4 3 4 2 2 2 2 4 4 4 2 4 2 4 4 5 4 5 24 25 47 12 30 22 38 7 75 "30 - 44" "25 - 32" "some additional training" 1.07918124604762 1.48840729901069 3.58326010943909e-06 3.8694242657984
"108" 489 "MALES" 27 "STEADY RELATIONSHIP" "NO" "SOME ADDITIONAL TRAINING" "MONEY/FINANCES" "YES" 7 1 3 3 2 4 1 1 4 2 1 4 3 4 3 2 3 1 1 4 1 1 2 3 4 1 3 2 1 3 3 4 2 1 4 5 5 4 1 1 3 3 3 3 2 3 4 3 2 3 4 1 3 2 4 3 2 2 3 0 1 1 0 0 0 0 0 0 0 4 4 2 3 4 3 4 2 3 3 4 3 3 3 2 2 4 5 3 4 5 4 3 4 2 1 3 3 3 2 4 3 2 3 2 2 2 2 2 4 4 20 22 23 22 19 25 30 2 54 "18 - 29" "25 - 32" "some additional training" 1.34242268082221 0.471111182755425 0.000477590653885258 3.86749639593275
"109" 438 "FEMALES" 35 "SINGLE" "NO" "POSTGRADUATE COMPLETED" "TIME (lack of time, too much to do)" "YES" 110 3 1 3 2 4 1 2 3 3 3 4 2 3 3 4 2 2 1 3 3 4 2 1 3 2 3 1 3 3 3 2 4 4 5 5 5 4 6 3 4 5 3 3 5 3 3 4 5 3 3 2 3 3 2 3 3 2 2 1 1 1 1 1 1 0 1 0 0 5 2 3 3 2 4 4 2 3 3 4 3 2 4 3 3 4 4 5 4 5 3 2 2 3 2 3 3 3 3 3 2 2 3 3 1 4 2 2 3 3 24 19 26 27 25 38 27 7 52 "30 - 44" "33 - 40" "completed postgrad uni" 1.43136376415899 0.659778863117218 0.00462678681842297 3.859950735647
"110" 419 "MALES" 44 "MARRIED FIRST TIME" "YES" "SOME ADDITIONAL TRAINING" "WORK" "YES" 100 3 2 3 2 3 1 2 3 1 2 4 2 1 3 1 1 4 1 3 3 1 2 1 2 3 3 1 2 1 2 4 1 1 5 4 5 7 7 3 1 1 4 4 1 3 4 2 2 4 4 1 3 1 3 1 4 2 1 1 1 1 0 1 1 0 0 1 0 4 4 5 3 3 2 3 4 5 5 1 3 3 3 2 4 3 4 4 4 5 3 4 3 3 4 2 2 3 2 4 4 4 3 4 2 2 3 5 4 2 22 24 29 11 28 19 37 6 61 "30 - 44" "41 - 49" "some additional training" 1.04139268515823 0.411563576195217 0.00239004026913261 3.78379133063985
"111" 313 "FEMALES" 46 "DIVORCED" "YES" "SOME ADDITIONAL TRAINING" "MONEY/FINANCES" "NO" 0 4 2 5 1 5 1 1 4 1 1 4 2 1 5 3 1 4 1 5 5 1 4 1 2 5 5 1 5 2 4 5 2 1 2 3 3 2 2 2 3 3 5 3 3 4 4 2 3 4 4 2 4 2 2 3 2 3 2 1 1 1 1 0 0 1 0 0 0 1 1 5 5 5 4 3 4 4 4 2 4 4 4 2 2 4 5 4 5 5 4 4 4 3 4 1 3 2 2 3 3 2 2 3 5 5 3 4 4 4 28 27 47 15 12 24 29 5 77 "45+" "41 - 49" "some additional training" 1.17609125905568 2.37331756125897 0.00171954370884563 3.73030049964179
"112" 538 "FEMALES" 28 "LIVING WITH PARTNER" "NO" "COMPLETED HIGHSCHOOL" "LIFE IN GENERAL" "NO" 0 5 2 4 1 5 1 1 4 1 1 4 1 1 4 1 1 4 1 5 5 1 5 2 2 4 4 1 4 1 4 4 1 1 7 7 7 7 7 2 2 1 5 4 2 4 5 2 1 4 4 1 4 1 4 1 4 1 4 1 1 1 0 0 0 1 0 0 0 1 1 4 4 5 5 1 4 5 5 1 5 5 5 1 1 4 5 4 5 5 4 4 4 4 4 1 2 2 1 4 4 4 4 1 5 5 5 5 5 5 28 28 43 12 35 16 37 4 86 "18 - 29" "25 - 32" "completed high school" 1.07918124604762 4.78375779402455 0.00144113415018838 3.70238000647655
"113" 295 "FEMALES" 37 "MARRIED FIRST TIME" "NO" "POSTGRADUATE COMPLETED" "WORK" "NO" 0 4 1 4 1 4 2 2 3 2 1 3 2 1 5 5 2 1 2 4 4 4 4 2 2 4 4 1 4 2 4 4 1 1 6 6 6 6 6 2 2 2 4 4 2 4 4 2 2 4 4 1 4 1 4 2 4 4 3 1 1 1 0 0 0 0 1 0 0 3 2 4 4 4 3 3 3 4 4 2 3 4 3 2 2 4 4 5 5 4 3 3 4 3 4 2 2 2 2 4 4 3 1 2 3 4 3 4 4 4 26 23 38 22 30 20 34 4 66 "30 - 44" "33 - 40" "completed postgrad uni" 1.34242268082221 0.209421816015409 0.00130933319693602 3.69763562104376
"114" 120 "FEMALES" 74 "WIDOWED" "NO" "COMPLETED UNDERGRADUATE" "HEALTH/ILLNESS" "NO" 0 5 3 4 1 4 1 4 3 2 1 4 1 1 5 1 1 5 1 4 4 1 3 1 1 4 4 1 5 1 5 4 1 1 7 7 7 6 7 2 2 1 4 4 1 4 4 1 1 4 4 1 4 1 4 1 4 1 1 1 1 1 0 1 0 1 1 1 0 2 2 5 5 4 5 1 4 4 4 2 5 4 5 1 1 5 5 3 5 5 1 3 4 4 4 2 2 2 2 4 4 4 4 4 4 4 5 4 5 5 26 23 43 10 34 16 40 7 82 "45+" "50+" "completed undergrad uni" 1 3.7029970472807 0.00794535078221481 3.65799631989303
"115" 368 "FEMALES" 82 "WIDOWED" "NO" "SOME ADDITIONAL TRAINING" "HEALTH/ILLNESS" "NO" 0 4 1 4 1 4 1 2 3 2 2 4 2 1 3 3 1 3 1 3 3 1 2 1 1 1 3 1 1 1 3 3 1 1 6 5 6 6 6 3 2 3 4 4 3 4 4 3 2 3 3 1 3 1 2 1 4 1 1 1 1 1 1 1 0 1 1 0 0 1 2 5 4 5 4 2 3 4 4 5 4 5 5 2 1 1 4 5 5 5 3 3 3 3 4 2 2 2 2 4 4 4 4 4 5 4 4 1 4 5 27 23 25 12 29 24 35 7 71 "45+" "50+" "some additional training" 1.07918124604762 0.775880876964725 1.38681081376755e-06 3.65199434812117
"116" 161 "MALES" 43 "SINGLE" "NO" "SOME ADDITIONAL TRAINING" "WORK" "NO" 0 3 3 4 3 4 2 2 3 1 1 4 1 2 4 1 1 3 1 4 5 2 4 1 2 4 4 1 1 1 3 4 1 1 4 4 2 2 4 3 3 3 4 4 3 3 3 3 4 4 4 1 4 1 3 3 3 2 2 1 1 1 0 1 0 1 1 1 0 2 3 5 3 4 3 2 3 4 3 3 3 3 2 3 3 3 4 3 3 4 3 4 4 4 3 2 2 3 3 4 4 2 3 3 4 3 4 3 3 3 21 25 36 12 16 29 34 7 60 "30 - 44" "41 - 49" "some additional training" 1.07918124604762 0.976323158284673 0.00149934446059186 3.62292450219731
"117" 456 "FEMALES" 24 "SINGLE" "NO" "COMPLETED UNDERGRADUATE" "WORK" "NO" 0 2 3 4 2 4 2 2 4 3 2 4 2 1 5 3 2 4 1 5 3 2 4 1 4 5 4 3 5 3 5 3 4 3 5 5 5 4 4 2 4 4 3 4 3 4 4 3 2 3 3 2 3 1 3 3 3 2 2 1 1 1 1 0 0 0 0 0 0 2 4 4 3 5 4 3 2 3 3 3 4 4 4 3 2 4 5 3 4 4 3 2 3 3 4 3 2 2 2 3 4 2 3 3 4 2 3 3 3 4 21 23 43 26 23 27 30 4 64 "18 - 29" "18 - 24" "completed undergrad uni" 1.41497334797082 0.116546642244687 0.000128968881421215 3.59847627589123
"118" 40 "MALES" 36 "MARRIED FIRST TIME" "YES" "COMPLETED HIGHSCHOOL" "WORK" "NO" 0 1 3 4 3 4 1 4 3 2 2 3 3 3 3 4 2 2 1 1 3 2 3 2 4 3 3 1 2 4 3 3 1 1 3 5 4 4 6 3 3 4 2 2 4 3 3 3 5 3 4 1 3 1 2 3 4 3 1 1 1 1 0 0 0 0 1 0 0 4 2 4 3 3 1 5 4 4 4 2 4 3 1 4 3 2 2 3 3 5 1 3 3 2 2 4 4 3 3 4 4 2 2 4 2 4 1 4 2 3 20 17 26 22 22 36 32 4 51 "30 - 44" "33 - 40" "completed high school" 1.34242268082221 1.48376011807157 0.00228660094781363 3.58369628341728
"119" 60 "MALES" 45 "MARRIED FIRST TIME" "YES" "POSTGRADUATE COMPLETED" "WORK" "NO" 0 3 1 4 1 5 1 1 4 1 1 4 1 1 4 1 1 4 1 5 5 1 5 3 3 4 4 1 4 1 4 5 1 1 5 5 5 4 3 2 1 1 5 4 2 4 4 2 2 4 4 1 1 1 4 1 4 1 1 1 1 1 0 0 1 1 0 0 0 1 1 3 5 5 5 1 5 5 5 1 5 5 5 1 1 5 5 5 5 5 4 4 4 4 4 1 2 2 2 4 4 4 4 4 5 5 5 5 5 5 27 28 44 14 22 17 37 5 88 "45+" "41 - 49" "completed postgrad uni" 1.14612803567824 5.41682777468433 0.000298702774007166 3.58039927348385
"120" 290 "MALES" 50 "MARRIED FIRST TIME" "YES" "SOME ADDITIONAL TRAINING" "MONEY/FINANCES" "YES" 200 2 2 3 3 4 3 2 3 2 1 4 1 1 3 1 1 3 1 4 4 1 3 1 2 4 4 1 3 1 4 4 1 1 3 2 4 2 3 3 3 3 4 3 3 4 3 3 3 4 4 1 4 1 4 1 4 1 1 1 1 1 0 1 1 1 0 0 0 2 3 5 4 4 4 2 5 4 4 2 4 4 4 1 2 4 2 4 3 3 3 3 4 4 4 2 3 2 3 4 4 4 4 4 4 3 4 4 5 4 19 25 36 11 14 28 40 6 72 "45+" "50+" "some additional training" 1.04139268515823 1.04216874072805 0.00247640186974689 3.55889857413033
"121" 367 "MALES" 27 "SINGLE" "NO" "COMPLETED UNDERGRADUATE" "WORK" "YES" 20 2 4 3 3 3 3 2 3 2 2 3 3 3 2 2 1 2 1 2 3 2 3 1 2 1 2 1 3 1 3 3 3 2 1 2 2 1 1 3 4 3 3 2 2 3 3 4 2 4 3 1 4 3 2 2 3 1 1 1 1 1 1 0 0 0 0 1 0 3 4 4 3 4 2 5 1 3 3 2 2 4 2 5 4 2 2 2 3 3 3 3 3 2 2 3 4 3 3 4 2 3 4 4 3 2 1 4 1 2 16 19 24 16 7 31 33 5 45 "18 - 29" "25 - 32" "completed undergrad uni" 1.20411998265592 1.70018191853914 4.55105392341813e-06 3.55289515038607
"122" 467 "MALES" 21 "SINGLE" "NO" "COMPLETED HIGHSCHOOL" "TIME (lack of time, too much to do)" "NO" 0 4 1 4 1 4 2 1 4 2 1 4 1 1 5 2 1 2 1 5 5 1 5 2 2 5 5 1 5 1 5 5 1 1 6 7 5 4 3 3 2 3 5 5 2 5 5 5 2 4 4 1 4 3 4 1 3 1 1 1 1 1 0 1 0 1 1 0 1 1 1 5 4 5 4 4 3 3 5 1 5 1 1 1 1 5 4 5 5 4 4 3 4 4 4 1 1 1 1 4 2 4 4 4 5 5 2 5 5 5 26 27 47 13 25 21 37 7 72 "18 - 29" "18 - 24" "completed high school" 1.11394335230684 1.8343389058633 2.58569355747799e-05 3.54296517909919
"123" 32 "MALES" 31 "LIVING WITH PARTNER" "NO" "POSTGRADUATE COMPLETED" "TIME (lack of time, too much to do)" "NO" 0 2 3 2 3 3 3 3 2 3 3 2 3 2 2 3 1 3 3 3 2 4 1 3 3 2 2 1 4 3 2 2 4 4 3 4 3 3 3 2 3 4 2 3 3 3 3 3 3 3 3 1 3 1 3 3 3 2 1 0 1 1 0 0 0 0 1 0 0 4 4 2 2 2 2 4 3 3 3 4 3 2 2 4 4 2 4 3 3 3 2 2 2 2 3 4 3 3 3 4 4 2 3 4 2 2 2 2 2 2 16 15 23 29 16 31 32 3 42 "30 - 44" "25 - 32" "completed postgrad uni" 1.46239799789896 3.51344660303476 0.00205722002495885 3.53223502318212
"124" 217 "FEMALES" 49 "MARRIED FIRST TIME" "YES" "SOME ADDITIONAL TRAINING" "CHILDREN" "YES" 150 5 1 5 1 5 1 2 4 1 1 4 1 1 3 2 1 2 1 3 3 1 3 1 2 1 3 1 3 1 4 3 1 1 5 6 6 6 5 3 3 2 5 4 2 4 4 2 1 4 4 1 4 1 4 1 4 1 1 1 1 0 0 1 0 1 1 1 1 1 1 5 5 5 5 1 3 5 5 1 5 4 3 3 3 4 5 5 5 5 3 4 4 4 4 1 2 2 2 4 4 4 4 4 5 5 5 5 3 3 30 27 28 12 28 20 40 7 80 "45+" "41 - 49" "some additional training" 1.07918124604762 2.92591924125467 5.08724353860583e-07 3.53040140817845
"125" 58 "MALES" 49 "MARRIED FIRST TIME" "YES" "SOME SECONDARY" NA NA NA 3 4 4 4 4 4 3 3 2 2 3 4 4 5 4 1 4 1 5 5 2 3 5 3 2 4 1 5 1 5 5 5 2 5 5 5 4 4 3 3 2 4 3 2 4 4 3 3 2 1 4 3 3 4 2 2 2 2 0 1 1 1 0 1 0 0 1 0 1 3 1 2 3 3 4 3 2 2 1 3 2 3 3 2 3 3 2 2 2 2 3 3 1 1 2 3 2 2 1 2 3 3 3 5 3 2 5 3 4 17 16 43 25 23 25 24 5 52 "45+" "41 - 49" "did not complete high school" 1.39794000867204 2.11001931029364 0.00634423569879416 3.52549306721447
"126" 497 "FEMALES" 48 "MARRIED FIRST TIME" "NO" "COMPLETED HIGHSCHOOL" "MONEY/FINANCES" "NO" NA 2 1 3 3 3 2 1 2 1 1 3 3 1 4 2 2 3 4 2 3 2 2 1 3 1 4 4 3 3 3 3 3 2 3 3 4 4 5 3 3 3 4 4 3 4 4 3 2 4 4 1 4 1 3 3 2 1 1 0 0 0 0 0 0 0 1 0 0 3 2 1 3 4 4 3 2 3 2 5 1 3 3 3 4 2 1 5 3 4 4 4 4 2 4 2 2 2 2 4 4 2 4 4 3 4 3 1 3 2 20 23 28 26 19 25 35 1 45 "45+" "41 - 49" "completed high school" 1.41497334797082 3.04492333377946 0.00241725753240399 3.45326699767039
"127" 453 "FEMALES" 20 "SINGLE" "NO" "COMPLETED HIGHSCHOOL" "WORK" "NO" 0 3 2 3 2 5 1 3 3 1 1 1 2 2 5 4 3 3 2 4 3 3 3 2 3 4 3 3 5 3 4 4 3 2 4 6 4 2 2 5 3 4 3 4 4 3 3 4 3 4 4 2 3 2 3 1 3 3 3 0 0 1 0 0 0 0 0 0 0 3 4 2 3 2 5 4 4 4 3 2 5 3 5 1 1 5 5 4 4 5 2 4 4 3 3 3 2 3 3 3 3 4 2 2 3 2 2 4 5 5 24 20 38 28 18 34 31 1 67 "18 - 29" "18 - 24" "completed high school" 1.44715803134222 0.996480855678994 0.00459159397971231 3.43848572021138
"128" 485 "MALES" 25 "DIVORCED" "NO" "COMPLETED UNDERGRADUATE" "WORK" "YES" 20 4 1 4 4 4 2 1 4 1 1 4 2 1 3 1 1 4 1 4 4 2 4 1 1 3 3 1 5 1 5 4 2 1 5 5 6 6 6 2 3 2 4 5 1 5 5 2 1 4 4 1 4 1 4 1 4 1 1 0 1 1 1 0 0 0 0 0 0 1 2 5 4 5 3 1 4 3 4 2 4 4 4 2 1 5 4 5 2 4 4 4 4 3 4 2 1 1 1 4 4 4 4 4 5 4 5 4 4 5 23 27 39 12 28 16 40 3 76 "18 - 29" "25 - 32" "completed undergrad uni" 1.07918124604762 2.22731941572012 0.00318095877570993 3.42607726116356
"129" 303 "FEMALES" 58 "REMARRIED" "NO" "SOME SECONDARY" "LIFE IN GENERAL" "NO" 0 5 1 5 2 5 1 2 4 2 2 2 1 1 4 2 1 5 1 5 5 1 5 1 1 4 5 1 4 1 4 5 1 1 6 6 6 6 3 2 2 3 5 5 2 4 5 4 2 4 4 1 4 1 4 1 4 1 1 1 1 1 1 1 0 0 0 0 0 2 2 3 4 4 4 2 4 4 4 1 4 2 4 2 2 4 4 5 4 5 3 3 3 4 4 1 1 2 1 4 4 4 4 4 4 4 4 5 4 4 29 23 46 11 27 20 40 5 70 "45+" "50+" "did not complete high school" 1.04139268515823 0.624386650315146 0.00130374160699654 3.41920664964076
"130" 216 "MALES" 31 "MARRIED FIRST TIME" "YES" "SOME ADDITIONAL TRAINING" "WORK" "NO" NA 4 1 5 1 5 1 1 4 1 1 4 1 1 4 2 2 5 1 5 4 1 5 1 2 4 4 2 4 1 5 5 2 1 5 6 6 7 3 3 4 3 4 3 3 4 5 4 1 4 4 1 4 1 4 1 4 1 1 1 1 1 1 0 0 1 1 1 0 1 3 2 4 5 3 2 5 5 5 1 5 3 3 2 5 4 4 5 5 5 4 4 4 4 4 2 3 2 1 4 4 4 4 4 5 3 4 5 4 1 29 28 45 15 27 26 40 7 70 "30 - 44" "25 - 32" "some additional training" 1.17609125905568 2.46977178984585 0.00351106029034063 3.40479607394959
"131" 188 "FEMALES" 29 "SINGLE" "NO" "SOME SECONDARY" "MONEY/FINANCES" "NO" 0 3 1 5 1 5 1 1 4 1 1 4 1 1 5 1 1 4 1 5 4 1 5 1 1 4 4 1 5 1 5 4 1 1 5 5 5 4 7 2 2 3 5 5 2 3 4 3 2 4 4 1 4 1 4 1 4 1 1 1 1 1 0 1 0 1 1 1 1 1 2 4 5 5 5 1 3 4 2 2 4 3 3 3 3 3 5 5 5 5 4 4 4 4 4 1 1 3 2 4 4 4 4 4 5 4 5 4 3 3 28 28 45 10 26 21 40 8 70 "18 - 29" "25 - 32" "did not complete high school" 1 2.46977178984585 5.10792336185414e-06 3.39028097828858
"132" 162 "MALES" 22 "SINGLE" "NO" "COMPLETED UNDERGRADUATE" "LIFE IN GENERAL" "NO" 2 3 2 5 3 2 3 2 3 3 1 4 2 2 5 3 2 4 1 5 4 3 3 4 3 5 5 1 3 1 5 5 2 2 2 6 4 3 1 3 3 4 4 4 4 4 4 4 3 4 4 1 3 1 3 3 3 2 1 1 1 1 1 0 0 0 0 0 0 2 4 2 2 3 3 5 4 3 3 4 4 4 2 3 2 4 4 4 3 3 3 2 4 3 3 2 2 2 2 4 4 2 3 4 4 2 1 2 3 4 20 22 44 22 16 29 34 4 54 "18 - 29" "18 - 24" "completed undergrad uni" 1.34242268082221 0.471111182755425 0.00010047330576681 3.35364456274604
"133" 67 "FEMALES" 20 "LIVING WITH PARTNER" "NO" "SOME ADDITIONAL TRAINING" "MONEY/FINANCES" "YES" 100 2 3 2 4 2 2 2 3 2 3 4 3 2 2 4 1 3 3 4 2 2 2 4 4 4 2 1 2 5 2 3 3 3 2 2 2 6 2 3 3 4 3 1 3 2 2 4 4 4 3 2 3 2 2 4 2 3 4 1 1 1 0 0 1 1 0 0 0 4 5 5 1 4 1 4 1 1 1 1 2 3 1 2 2 2 2 3 2 4 3 3 2 2 3 3 5 4 4 3 3 1 2 1 2 1 2 5 4 4 15 20 26 30 14 37 24 5 42 "18 - 29" "18 - 24" "some additional training" 1.47712125471966 2.59767074719749 0.00547010204456205 3.35271380786627
"134" 478 "MALES" 21 "SINGLE" "NO" "COMPLETED UNDERGRADUATE" "WORK" "NO" NA 5 2 4 2 3 3 2 4 2 3 4 2 2 4 4 4 2 1 2 2 4 3 1 1 1 2 4 1 1 3 2 1 1 5 6 6 6 6 3 3 3 4 3 3 3 4 3 2 4 4 1 4 1 4 1 4 1 1 1 1 1 0 0 0 1 1 0 1 2 2 4 4 4 3 2 4 3 4 2 4 3 4 3 2 3 3 4 4 3 3 3 2 3 3 2 3 3 2 4 4 4 4 4 4 4 4 4 3 4 23 22 22 22 29 27 40 6 66 "18 - 29" "18 - 24" "completed undergrad uni" 1.34242268082221 0.242599765057913 9.95468576306257e-05 3.35089265566596
"135" 228 "FEMALES" 26 "SINGLE" "NO" "COMPLETED UNDERGRADUATE" "WORK" "YES" 3 4 2 5 2 4 2 1 4 1 1 4 1 2 5 1 1 4 1 5 5 2 4 1 1 5 4 1 4 1 5 5 2 2 6 6 7 7 5 3 2 3 5 4 2 4 4 4 2 4 4 1 4 1 4 1 4 2 2 1 1 1 1 1 0 1 1 0 0 3 1 5 5 5 5 3 5 3 3 4 5 2 5 1 1 5 5 4 4 4 4 4 4 4 3 1 2 2 2 4 4 4 3 3 3 5 3 2 5 5 25 27 46 13 31 23 38 7 76 "18 - 29" "25 - 32" "completed undergrad uni" 1.11394335230684 2.22731941572012 0.000707922467383584 3.34959267078166
"136" 107 "MALES" 39 "LIVING WITH PARTNER" "NO" "SOME ADDITIONAL TRAINING" "LIFE IN GENERAL" "NO" 0 2 2 4 4 2 4 3 3 2 3 4 4 2 3 5 4 2 2 5 3 3 2 3 4 2 3 3 3 1 3 4 4 3 3 3 3 3 1 3 3 4 3 3 4 3 3 3 3 4 3 1 3 4 2 3 2 2 3 1 0 1 1 1 0 1 1 0 1 5 2 3 4 3 2 5 4 3 3 4 2 2 1 3 3 3 4 4 2 2 2 3 2 1 3 3 3 3 3 4 1 2 3 2 1 4 1 2 3 3 16 18 30 32 13 32 26 7 48 "30 - 44" "33 - 40" "some additional training" 1.50514997831991 1.32887837549717 5.00878587512816e-05 3.32061380089244
"137" 177 "FEMALES" 24 "SINGLE" "NO" "COMPLETED HIGHSCHOOL" "SPOUSE OR PARTNER" "NO" 0 2 3 3 2 2 3 1 4 1 1 4 1 2 3 2 1 2 2 4 4 4 4 1 1 2 2 2 4 1 2 2 2 1 4 4 4 3 3 4 4 4 4 3 4 3 3 3 3 3 3 1 3 1 3 3 3 3 2 1 1 1 1 0 1 0 1 0 0 2 3 3 3 4 3 2 3 3 3 2 3 3 3 3 3 3 3 3 4 3 4 4 4 4 3 2 3 3 3 4 4 2 2 3 4 3 4 4 3 3 17 27 29 17 18 33 30 6 58 "18 - 29" "18 - 24" "completed high school" 1.23044892137827 2.86565923232649 0.0139474991236553 3.27410722330841
"138" 27 "FEMALES" 38 "MARRIED FIRST TIME" "YES" "COMPLETED UNDERGRADUATE" NA "NO" 0 3 1 5 1 5 1 3 4 3 2 3 2 1 5 5 1 4 1 4 4 1 4 1 4 1 1 1 2 1 2 4 1 1 6 6 6 6 6 5 4 5 5 5 5 4 5 5 4 4 4 1 4 1 4 1 4 1 1 1 1 0 0 0 0 0 0 0 0 2 3 3 3 5 5 3 2 2 2 2 2 3 3 3 5 3 3 5 5 5 2 2 3 3 4 1 1 2 1 4 4 4 4 4 4 3 3 4 3 1 28 21 31 17 30 33 40 2 54 "30 - 44" "33 - 40" "completed undergrad uni" 1.23044892137827 0.318098592141144 0.0012201003771869 3.25533421034953
"139" 176 "FEMALES" 53 "DIVORCED" "NO" "POSTGRADUATE COMPLETED" "WORK" "NO" 0 4 1 4 2 5 2 3 2 3 3 3 1 4 3 4 1 3 2 3 2 4 3 2 2 2 3 1 2 5 2 3 1 1 2 2 3 2 2 3 3 4 5 2 4 4 1 5 5 4 4 1 4 1 4 1 3 1 1 1 1 1 0 1 0 1 0 0 0 1 4 4 5 5 5 2 5 5 5 1 5 4 5 1 1 5 5 5 4 4 2 2 2 4 1 1 4 2 5 4 4 4 4 4 5 2 4 5 5 5 26 16 26 23 11 36 39 5 84 "45+" "50+" "completed postgrad uni" 1.36172783601759 12.1555241561245 0.0574122878943884 3.25426909365833
"140" 351 "FEMALES" 31 "MARRIED FIRST TIME" "YES" "SOME ADDITIONAL TRAINING" "MONEY/FINANCES" "NO" 0 3 3 3 3 2 5 3 3 3 3 3 2 4 5 3 2 5 1 4 4 2 4 1 2 5 5 1 5 1 5 4 2 1 4 4 4 4 4 3 2 3 4 4 2 4 4 1 1 4 4 1 4 1 4 1 3 3 1 1 1 1 1 1 0 1 1 0 0 3 4 3 3 3 2 5 2 3 3 4 3 2 3 3 2 2 3 3 3 1 2 2 2 3 1 2 2 2 2 4 4 4 2 4 3 2 1 2 3 4 15 16 46 16 20 20 37 7 47 "30 - 44" "25 - 32" "some additional training" 1.20411998265592 2.30727084689441 0.0233304427305361 3.24680179151532
"141" 143 "MALES" 21 "SINGLE" NA "COMPLETED UNDERGRADUATE" "WORK" "NO" NA 2 1 4 1 5 1 2 4 1 1 4 3 2 5 4 1 2 5 4 3 3 1 1 4 4 4 1 3 1 3 4 1 1 4 4 5 7 6 1 1 3 5 3 2 3 4 2 3 4 4 1 4 1 4 1 4 1 1 1 1 1 0 0 0 0 0 0 0 4 2 3 4 5 3 4 2 4 3 2 3 4 3 2 2 3 3 5 5 5 3 4 4 2 3 1 3 3 2 4 4 4 4 4 2 4 2 4 4 4 26 24 33 22 26 21 40 3 60 "18 - 29" "18 - 24" "completed undergrad uni" 1.34242268082221 0.481107252966685 0.00126009100686891 3.21599609281013
