"id" "rsex" "typeschl" "sclotbul" "stfbuljb" "gotostaf" "schlbul" "ubullsch" "oftenbul" "ubulloth" "oftenub"
"293" 293 "Female" "Grammar" "A little" "Don't know" NA "No" "Yes" "Not at all" "No" NA
"294" 294 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"295" 295 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"296" 296 "Female" "Secondary" "Not at all" "Yes" "It depends" "Don't know" "No" NA "No" NA
"297" 297 "Female" "Planned Integrated" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"298" 298 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"299" 299 "Male" "Secondary" "A lot" "Yes" "Would not talk to them" "No" "Yes" "Not at all" "No" NA
"300" 300 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "No" "Yes" "Not at all" "No" NA
"301" 301 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "A little" "No" NA
"302" 302 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"303" 303 "Male" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "A little" "No" NA
"304" 304 "Male" "Grammar" "A little" "Yes" "It depends" "Don't know" "No" NA "No" NA
"305" 305 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "Don't know" "No" NA "No" NA
"306" 306 "Male" "Planned Integrated" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"307" 307 "Female" "Secondary" "A lot" "Yes" "Would not talk to them" "Yes" "Yes" "Not at all" "No" NA
"308" 308 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"309" 309 "Male" "Grammar" "Don't know" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"310" 310 "Male" "Secondary" "Not at all" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"311" 311 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"312" 312 "Male" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"313" 313 "Female" "Secondary" "A little" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"314" 314 "Male" NA NA NA NA NA NA NA NA NA
"315" 315 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "No" "Yes" "Not at all" "No" NA
"316" 316 "Female" "Secondary" "A little" "No" NA "Yes" "Yes" "Not at all" "No" NA
"317" 317 "Male" "Secondary" "Not at all" "Yes" "Would not talk to them" "Yes" "Yes" "Not at all" "No" NA
"318" 318 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"319" 319 "Female" "Secondary" "A lot" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"320" 320 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"321" 321 "Male" "Planned Integrated" "Not at all" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"322" 322 "Female" "Planned Integrated" "A lot" "Yes" "Would not talk to them" "No" "Yes" "A little" "No" NA
"323" 323 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"324" 324 "Male" NA NA NA NA NA NA NA NA NA
"325" 325 "Female" "Secondary" "A lot" "Yes" "Would talk to them" "Yes" "Yes" "Not at all" "No" NA
"326" 326 "Male" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"327" 327 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"328" 328 "Female" "Grammar" "A little" "Yes" "It depends" "Don't know" "No" NA "No" NA
"329" 329 "Male" "Grammar" "Not at all" "No" NA "Yes" "No" NA "No" NA
"330" 330 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"331" 331 "Male" "Grammar" "A little" "Don't know" NA "Don't know" "Yes" "Not at all" "No" NA
"332" 332 "Female" "Secondary" "A little" "Yes" "Would not talk to them" "Yes" "Yes" "Not at all" "No" NA
"333" 333 "Male" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"334" 334 "Male" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"335" 335 "Male" "Grammar" "A little" "Don't know" NA NA "No" NA "No" NA
"336" 336 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "Yes" "Not at all" "No" NA
"337" 337 "Female" "Secondary" "A little" "Yes" "It depends" "Don't know" "No" NA "No" NA
"338" 338 "Male" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "Yes" "Not at all" "No" NA
"339" 339 "Male" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"340" 340 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "Yes" "Not at all" "No" NA
"341" 341 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"342" 342 "Male" "Grammar" "A little" "Yes" "Don't know" "Don't know" "No" NA "No" NA
"343" 343 "Male" "Secondary" "Not at all" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"344" 344 "Female" "Secondary" "Don't know" "Don't know" NA "Yes" "No" NA "No" NA
"345" 345 "Male" "Planned Integrated" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "Yes" "Not at all "
"346" 346 "Female" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"347" 347 "Female" "Secondary" "A lot" "Yes" "Would not talk to them" "No" "Yes" "Not at all" "No" NA
"348" 348 "Male" "Secondary" "Don't know" "Yes" "Don't know" "Yes" "No" NA "No" NA
"349" 349 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"350" 350 "Male" "Secondary" "A lot" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"351" 351 "Female" "Secondary" "A lot" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"352" 352 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"353" 353 "Male" "Grammar" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"354" 354 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"355" 355 "Female" "Grammar" "A little" "Don't know" NA "Yes" "No" NA "No" NA
"356" 356 "Male" "Grammar" "A little" "Don't know" NA "Yes" "Yes" "Not at all" "No" NA
"357" 357 "Male" "Grammar" "Not at all" "Don't know" NA "No" "No" NA "No" NA
"358" 358 "Male" "Grammar" "A little" "No" NA "No" "No" NA "No" NA
"359" 359 "Male" "Secondary" "A little" "No" NA "No" "No" NA "No" NA
"360" 360 "Male" "Secondary" "A lot" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"361" 361 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"362" 362 "Female" "Secondary" "Not at all" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"363" 363 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"364" 364 "Female" NA "A little" "Yes" "Would talk to them" "No" "No" NA "No" NA
"365" 365 "Male" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "Yes" "A little"
"366" 366 "Female" "Secondary" "A little" "Yes" "Would talk to them" "No" "No" NA "No" NA
"367" 367 "Female" "Grammar" "A little" "No" NA "No" "No" NA "No" NA
"368" 368 "Female" "Secondary" "Not at all" "Yes" "It depends" "Don't know" "No" NA "No" NA
"369" 369 "Male" "Secondary" "A little" "Don't know" NA "Don't know" "Yes" "A little" "No" NA
"370" 370 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"371" 371 "Female" "Secondary" "Don't know" "Yes" "It depends" "Yes" "No" NA "No" NA
"372" 372 "Male" "Secondary" "A little" "Don't know" NA "Yes" "No" NA "No" NA
"373" 373 "Female" "Grammar" "A lot" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"374" 374 "Female" "Secondary" "A little" "Don't know" NA "No" "Yes" "Not at all" "No" NA
"375" 375 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"376" 376 "Female" "Planned Integrated" "A little" "Don't know" NA "No" "No" NA "No" NA
"377" 377 "Male" "Grammar" "A little" "No" NA "Don't know" "No" NA "No" NA
"378" 378 "Female" "Grammar" "A little" "Yes" "Would talk to them" "Yes" "Yes" "A little" "No" NA
"379" 379 "Female" "Grammar" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"380" 380 "Female" "Grammar" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"381" 381 "Female" "Secondary" "A little" "Don't know" NA "Yes" "No" NA "No" NA
"382" 382 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"383" 383 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"384" 384 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"385" 385 "Female" "Secondary" "Not at all" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"386" 386 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"387" 387 "Male" "Secondary" "A little" "Yes" "It depends" "No" "No" NA "No" NA
"388" 388 "Male" "Grammar" "Don't know" "Yes" "Would not talk to them" "Don't know" "Yes" "Not at all" "No" NA
"389" 389 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"390" 390 "Female" "Grammar" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"391" 391 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "Yes" "Not at all" "No" NA
"392" 392 "Male" "Secondary" "Don't know" "Don't know" NA "Don't know" "No" NA "No" NA
"393" 393 "Female" "Secondary" "A little" "No" NA "No" "No" NA "No" NA
"394" 394 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"395" 395 "Female" "Secondary" "A little" "Don't know" NA "Don't know" "No" NA "No" NA
"396" 396 "Female" "Secondary" "A little" "Don't know" NA "No" "Yes" "A little" "Yes" "A little"
"397" 397 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"398" 398 "Male" "Grammar" "Don't know" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"399" 399 "Male" "Secondary" "A little" "No" NA "No" "Yes" "A lot" "No" NA
"400" 400 "Female" "Secondary" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"401" 401 "Female" "Grammar" "A lot" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"402" 402 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"403" 403 "Female" "Secondary" "A lot" "No" NA "No" "Yes" "Not at all" "No" NA
"404" 404 "Male" "Grammar" "A lot" "Yes" "Would talk to them" "No" "Yes" "Not at all" "Yes" "Not at all "
"405" 405 "Female" "Secondary" "A lot" "No" NA "No" "Yes" "Not at all" "Yes" "Not at all "
"406" 406 "Female" "Grammar" "A little" "No" NA "No" "No" NA "No" NA
"407" 407 "Male" "Secondary" "A lot" NA NA "No" "No" NA "No" NA
"408" 408 "Female" "Secondary" "Don't know" "Yes" "It depends" "Yes" "No" NA "No" NA
"409" 409 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"410" 410 "Female" "Grammar" "A little" "Yes" "It depends" "No" "Yes" "Not at all" "No" NA
"411" 411 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"412" 412 "Female" "Grammar" "A little" "Yes" "It depends" "Don't know" "No" NA "No" NA
"413" 413 "Female" "Secondary" "A little" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"414" 414 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"415" 415 "Female" "Grammar" "A little" "Yes" "Would talk to them" "Yes" "Yes" "Not at all" "No" NA
"416" 416 "Female" "Grammar" "A little" "No" NA "No" "No" NA "No" NA
"417" 417 "Female" "Secondary" "A little" "Don't know" NA "Don't know" "No" NA "No" NA
"418" 418 "Male" "Grammar" "Not at all" "Yes" "Would talk to them" "Yes" "Yes" "Not at all" "No" NA
"419" 419 "Female" "Grammar" "A little" "Don't know" NA "No" "No" NA "No" NA
"420" 420 "Male" "Grammar" "A little" "Yes" "It depends" "No" "No" NA "No" NA
"421" 421 "Female" "Grammar" "Don't know" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"422" 422 "Male" "Grammar" "Not at all" "Don't know" NA "Yes" "No" NA "No" NA
"423" 423 "Male" "Grammar" "A little" "Yes" "It depends" "No" "Yes" "A little" "No" NA
"424" 424 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "Yes" "Not at all" "No" NA
"425" 425 "Female" "Grammar" "A little" "Yes" "It depends" "No" "No" NA "No" NA
"426" 426 "Female" "Planned Integrated" "A little" "No" NA "No" "Yes" "Not at all" "Yes" "A little"
"427" 427 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA NA NA
"428" 428 "Female" "Secondary" "A little" "Yes" "It depends" "No" "No" NA "No" NA
"429" 429 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"430" 430 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"431" 431 "Female" "Secondary" "A little" "Yes" "Would not talk to them" "Yes" "Yes" "Not at all" "No" NA
"432" 432 "Female" "Grammar" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"433" 433 "Male" "Secondary" "A lot" "No" NA "No" "No" NA "Yes" "A little"
"434" 434 "Male" "Grammar" "Not at all" "Yes" "It depends" "Yes" "No" NA NA NA
"435" 435 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"436" 436 "Female" "Grammar" "A little" "Yes" "Would not talk to them" "No" "Yes" "A little" "No" NA
"437" 437 "Male" "Grammar" "A little" "No" NA "Don't know" "No" NA "Yes" "Not at all "
"438" 438 "Female" "Grammar" "Don't know" "Yes" "It depends" "Don't know" "No" NA "No" NA
"439" 439 "Female" "Secondary" "A little" "Don't know" NA "Yes" "No" NA "No" NA
"440" 440 "Male" "Secondary" "A little" NA NA "Don't know" "No" NA "No" NA
"441" 441 "Female" "Secondary" "A lot" "No" NA "No" "Yes" "Not at all" "No" NA
"442" 442 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"443" 443 "Male" "Grammar" "Not at all" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"444" 444 "Male" "Grammar" "A little" "No" NA "Yes" "No" NA "No" NA
"445" 445 "Male" "Secondary" "A lot" "No" NA "Don't know" "Yes" "A little" "No" NA
"446" 446 "Female" "Secondary" "A little" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"447" 447 "Female" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "Yes" "Not at all" "No" NA
"448" 448 "Male" "Secondary" "A little" "No" NA "No" "Yes" "Not at all" "No" NA
"449" 449 "Male" "Grammar" "Don't know" "Yes" "It depends" "Yes" "No" NA "No" NA
"450" 450 "Male" "Grammar" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"451" 451 "Female" "Grammar" "A little" "Yes" "Don't know" "Don't know" "No" NA "No" NA
"452" 452 "Female" "Secondary" "A little" "Don't know" NA "No" "No" NA "No" NA
"453" 453 "Female" "Secondary" "A little" "Yes" "It depends" "Don't know" "Yes" "A little" "No" NA
"454" 454 "Male" "Secondary" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"455" 455 "Female" "Secondary" "A little" "Don't know" NA "Yes" "No" NA "No" NA
"456" 456 "Female" "Grammar" "Don't know" "Don't know" NA "Yes" "No" NA "No" NA
"457" 457 "Female" "Secondary" "A lot" "Yes" "It depends" "No" "No" NA "No" NA
"458" 458 "Female" "Secondary" "A little" "Don't know" NA "No" "Yes" "A little" "No" NA
"459" 459 "Male" "Secondary" "A little" "Don't know" NA "Don't know" "No" NA "No" NA
"460" 460 "Female" "Secondary" "Not at all" "Yes" "Would talk to them" "Yes" "Yes" "A lot" "No" NA
"461" 461 "Female" "Grammar" "A little" "Yes" "Would not talk to them" "No" "Yes" "Not at all" "No" NA
"462" 462 "Female" "Secondary" "A little" "Don't know" NA "Yes" "Yes" "Not at all" "No" NA
"463" 463 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"464" 464 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "Yes" "A little" "No" NA
"465" 465 "Female" "Grammar" "A little" "Yes" "It depends" "Don't know" "Yes" "Not at all" "No" NA
"466" 466 "Female" "Secondary" "A little" "Don't know" NA "No" "No" NA "No" NA
"467" 467 "Female" "Grammar" "Not at all" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"468" 468 "Male" "Secondary" "A little" "Yes" "Would talk to them" "Don't know" "No" NA "No" NA
"469" 469 "Female" "Grammar" "A little" "No" NA "Yes" "No" NA "No" NA
"470" 470 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"471" 471 "Female" "Secondary" "A little" "Don't know" NA "Don't know" "Yes" "Not at all" "No" NA
"472" 472 "Male" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"473" 473 "Female" "Secondary" "A lot" "Yes" "It depends" "Yes" "No" NA "No" NA
"474" 474 "Female" "Secondary" "A little" "Yes" "It depends" "No" "No" NA "No" NA
"475" 475 "Male" NA NA NA NA NA NA NA NA NA
"476" 476 "Male" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"477" 477 "Female" "Other" "A little" "Don't know" NA "Yes" "No" NA "No" NA
"478" 478 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"479" 479 "Male" "Grammar" "A little" "Don't know" NA "Yes" "Yes" "A little" "No" NA
"480" 480 "Male" "Secondary" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"481" 481 "Female" NA NA NA NA NA NA NA NA NA
"482" 482 "Male" "Grammar" "Don't know" "Yes" "It depends" "Don't know" "No" NA "No" NA
"483" 483 "Male" "Grammar" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"484" 484 "Female" "Secondary" "A little" "Yes" "It depends" "Don't know" "No" NA "No" NA
"485" 485 "Female" "Planned Integrated" "A little" "Yes" "It depends" "Don't know" "No" NA "No" NA
"486" 486 "Female" "Secondary" "A little" "Yes" "It depends" NA "No" NA "No" NA
"487" 487 "Male" "Grammar" "Not at all" "Don't know" NA "Yes" "No" NA "No" NA
"488" 488 "Female" "Grammar" "A little" "Don't know" NA "Yes" "No" NA "No" NA
"489" 489 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"490" 490 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"491" 491 "Male" "Secondary" "A little" "Yes" "It depends" "Don't know" "Yes" "Not at all" "No" NA
"492" 492 "Male" "Grammar" "A little" "No" NA "No" "Yes" "Not at all" "Yes" "Not at all "
"493" 493 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"494" 494 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"495" 495 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"496" 496 "Female" "Secondary" "A little" "Don't know" NA "Don't know" "No" NA "No" NA
"497" 497 "Female" "Grammar" "A little" "Don't know" NA "No" "Yes" "A lot" "No" NA
"498" 498 "Female" "Secondary" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"499" 499 "Female" "Grammar" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"500" 500 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "Yes" "Not at all "
"501" 501 "Male" "Secondary" "A little" "Yes" "It depends" "Don't know" "No" NA "No" NA
"502" 502 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"503" 503 "Female" "Secondary" "A little" "No" NA "No" "Yes" "Not at all" "Yes" "Not at all "
"504" 504 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"505" 505 "Female" "Secondary" "A little" "Yes" "It depends" "No" "Yes" "Not at all" "No" NA
"506" 506 "Male" "Secondary" "A little" "Yes" "Would not talk to them" "No" "No" NA "No" NA
"507" 507 "Female" "Grammar" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"508" 508 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"509" 509 "Female" "Grammar" "Don't know" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"510" 510 "Female" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "Yes" "Not at all" "No" NA
"511" 511 "Female" "Secondary" "A little" "Yes" "It depends" "No" "Yes" "Not at all" "No" NA
"512" 512 "Male" "Grammar" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"513" 513 "Male" "Secondary" "Don't know" "Yes" "It depends" "Yes" "No" NA "No" NA
"514" 514 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"515" 515 "Female" "Planned Integrated" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"516" 516 "Female" "Grammar" "A lot" "Don't know" NA "No" "Yes" "A little" "No" NA
"517" 517 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"518" 518 "Female" "Secondary" "Not at all" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"519" 519 "Male" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"520" 520 "Female" "Secondary" "Not at all" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"521" 521 "Female" "Grammar" "A little" "Yes" "It depends" "Don't know" "No" NA "No" NA
"522" 522 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"523" 523 "Female" "Other" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"524" 524 "Female" "Grammar" "A little" "Yes" "Would not talk to them" "No" "Yes" "Not at all" "No" NA
"525" 525 "Female" "Secondary" "A little" "Yes" "Would talk to them" "No" "No" NA "No" NA
"526" 526 "Female" "Grammar" "Not at all" "Yes" "It depends" "Yes" "No" NA "No" NA
"527" 527 "Male" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"528" 528 "Female" "Grammar" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"529" 529 "Female" "Secondary" "A little" "Don't know" NA "Yes" "Yes" "Not at all" "No" NA
"530" 530 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"531" 531 "Female" "Grammar" "A little" "Don't know" NA "Don't know" "Yes" "Not at all" "No" NA
"532" 532 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "No" NA "No" NA
"533" 533 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"534" 534 "Male" "Grammar" "A lot" "No" NA "No" "Yes" "A little" "No" NA
"535" 535 "Male" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "A little" "No" NA
"536" 536 "Female" "Secondary" "Don't know" "Yes" "It depends" "Yes" "No" NA "No" NA
"537" 537 "Female" "Planned Integrated" "A little" "Yes" "It depends" "Don't know" "No" NA "No" NA
"538" 538 "Male" "Secondary" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"539" 539 "Male" "Grammar" "A little" "Yes" "It depends" "Don't know" "No" NA "No" NA
"540" 540 "Female" "Secondary" "A lot" "Yes" "It depends" "No" "No" NA "No" NA
"541" 541 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"542" 542 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"543" 543 "Male" "Secondary" "Don't know" "Don't know" NA "Don't know" "No" NA "No" NA
"544" 544 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"545" 545 "Female" "Other" "A little" "Yes" "Would not talk to them" "Yes" "Yes" "Not at all" "No" NA
"546" 546 "Female" "Grammar" "A little" "No" NA "No" "No" NA "No" NA
"547" 547 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "Yes" "Not at all" "No" NA
"548" 548 "Female" "Grammar" "Not at all" NA NA NA "No" NA "No" NA
"549" 549 "Male" "Secondary" "Don't know" "Don't know" NA "Yes" "Yes" "A little" "Yes" "Not at all "
"550" 550 "Female" "Grammar" "A little" "No" NA "No" "No" NA "No" NA
"551" 551 "Male" "Grammar" "A little" "Yes" "Would not talk to them" "Yes" "Yes" "Not at all" "No" NA
"552" 552 "Female" "Secondary" "A little" "Yes" "Would not talk to them" "No" "Yes" "A lot" "Yes" "Not at all "
"553" 553 "Male" "Grammar" "A little" "Yes" "It depends" "No" "No" NA "No" NA
"554" 554 "Female" "Secondary" "A lot" "No" NA "No" "No" NA "Yes" "A lot"
"555" 555 "Female" "Secondary" "A little" "Yes" "It depends" "No" "No" NA "No" NA
"556" 556 "Female" "Grammar" "A little" "Don't know" NA "No" "No" NA "No" NA
"557" 557 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"558" 558 "Male" "Grammar" "A little" "No" NA "Yes" "Yes" "Not at all" "Yes" "Not at all "
"559" 559 "Female" "Grammar" "A little" "Yes" "Would talk to them" "Don't know" "No" NA "No" NA
"560" 560 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"561" 561 "Female" "Grammar" "A little" "No" NA "Yes" "No" NA "No" NA
"562" 562 "Female" "Secondary" "A lot" "Yes" "It depends" "No" "No" NA "No" NA
"563" 563 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"564" 564 "Female" "Grammar" "Don't know" "Yes" "It depends" "Yes" "No" NA "No" NA
"565" 565 "Female" "Secondary" "A little" "Yes" "Would not talk to them" "No" "Yes" "Not at all" "No" NA
"566" 566 "Male" "Grammar" "A lot" "Yes" "It depends" "Yes" "No" NA "No" NA
"567" 567 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"568" 568 "Female" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "Yes" "Not at all" "No" NA
"569" 569 "Female" "Secondary" "A lot" "No" NA "No" "Yes" "Not at all" "No" NA
"570" 570 "Male" "Secondary" "A little" "Yes" "Would talk to them" "Yes" "No" NA "No" NA
"571" 571 "Female" "Secondary" "Don't know" "No" NA "Yes" "No" NA "No" NA
"572" 572 "Female" "Secondary" "A little" "Don't know" NA "No" "No" NA "No" NA
"573" 573 "Male" "Grammar" "Don't know" "Don't know" NA "Don't know" "No" NA "No" NA
"574" 574 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA NA NA
"575" 575 "Female" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "No" NA
"576" 576 "Male" "Grammar" "A little" "No" NA "No" "Yes" "A little" "No" NA
"577" 577 "Male" "Grammar" "A little" "Don't know" NA "Don't know" "No" NA "No" NA
"578" 578 "Female" "Secondary" "A little" "Yes" "It depends" "Yes" "Yes" "Not at all" "No" NA
"579" 579 "Male" "Grammar" "A little" "Yes" "It depends" "Yes" "No" NA "Yes" "A lot"
"580" 580 "Male" "Grammar" "A little" "Yes" "It depends" "No" "Yes" "Not at all" "No" NA
"581" 581 "Male" "Grammar" "A little" "No" NA "Yes" "No" NA "No" NA
